,1.061146,1.054669,1.0459695,1.0345157,1.0510732,1.0631135,1.0504786,1.0449122,1.0436136,1.0575029,1.0683432,1.0467027,1.0338788,1.0396415,1.0757211,1.0679771,1.0484605,1.0346375,1.0535951,1.082075,1.0349865,1.0341657,1.069549,1.0598872,1.037012,1.0402886,1.0681766,1.0485985,1.0482397
,1.0575475,1.0429841,1.044022,1.0457017,1.0583808,1.0558823,1.0409755,1.0623636,1.0557991,1.0528698,1.0536376,1.0565087,1.0529823,1.0466769,1.0494115,1.0528024,1.0578157,1.057702,1.0596527,1.038259,1.0521888,1.049546,1.0558045,1.0665958,1.0549722,1.0371276,1.0466686,1.0619512,1.0596645,1.0505265,1.054119,1.0599854,1.042533,1.0507547,1.0574001,1.0525793,1.0550009,1.0646367,1.0569053,1.0371922,1.043227,1.064043,1.0608642,1.0544158,1.0409673,1.053873,1.0491496,1.062448,1.0537227,1.0326883
,1.0469733,1.0640281,1.0655104,1.031651,1.0620395,1.0593919,1.0549101,1.0492744,1.0572537,1.0490304,1.0363094,1.044917,1.0647355,1.0720248,1.0548161,1.0441083,1.035515,1.0067543,1.0609859,1.1302091,1.0903273,1.031106,0.9938942,1.001247,1.08116,1.1247199,1.0634993,1.0431764,1.0177026,1.0438998,1.0633144,1.0724571,1.086544,1.0546708,1.0252601,1.0502965,1.0469565,1.0279653,1.0758193,1.0661391,1.0537128,1.0618072,1.0525928,1.0544938,1.0667719,1.0423902,1.0392808,1.0606762,1.0599552,1.0476528
,1.0667174,1.0462801,1.037839,1.0453691,1.0568169,1.061436,1.0640726,1.0495045,1.0399663,1.0640644,1.0569341,1.0551666,1.0508008,1.0504209,1.048012,1.0585067,1.0707542,1.091322,1.0582702,1.0264859,1.0174413,1.0344207,1.0392302,1.0425457,1.0726306,1.0401787,1.0832837,1.0387387,1.029486,1.0488389,1.0633072,1.07972,1.0639879,1.0404656,1.039673,1.0502034,1.0644807,1.0501335,1.0375433,1.0571798,1.046628,1.004434,0.9816501,0.997011,1.0846366,1.1643392,1.1376969,0.94138545,0.81494427,0.8768409
,1.0680647,1.09837,1.0940043,1.1138119,1.1091211,1.0103402,0.92773664,0.95088625,1.3141127,0.99859774,1.1810656,1.3036985,1.3513393,1.2488055,1.1322123,1.0979908,1.1536278,1.1619133,1.131015,1.049717,1.024328,1.037084,1.0208312,1.037481,1.0539668,1.0706965,1.0569763,1.0065918,1.02186,1.0925473,1.1121677,1.1208028,1.0726446,1.096392,1.0827999,1.0823971,1.106254,1.0963825,1.116728,0.9722513,0.95709205,0.98640734,1.101321,1.0674064,1.0721723,0.97997636,0.9569481,0.99266535,1.1042424,1.1599416
,1.2295793,1.1945008,1.114924,1.0793351,1.0285897,0.93970805,0.9585169,1.2933847,1.142143,1.0250741,1.0433909,1.0285784,1.0308045,1.0277537,1.0510566,1.0997225,1.0794168,1.096597,1.0982436,1.0949012,1.1074749,1.0715011,1.0497998,1.0437373,1.0388021,1.034988,1.0372658,1.1014625,1.1422505,1.1215352,1.0458895,1.074725,1.1355603,1.1062233,1.0644408,1.1057887,1.0702672,1.0760448,0.98248905,0.8684552,0.94123155,1.2598749,1.2230805,1.064281,0.98440385,1.076736,1.1750891,1.1073762,1.0147817,1.0742116
,1.0065306,1.0402027,1.1355442,1.1191862,1.1026142,1.0857003,1.0762812,1.0650986,1.0586805,1.0623018,1.0730709,1.0620605,1.0757645,1.0960581,1.0710924,1.0639739,1.1026732,1.1301467,1.0858805,1.0579641,1.0185317,1.0641805,1.1498512,1.1117857,0.9369293,0.93849367,0.99875414,1.0413089,1.0638363,1.0805925,1.0507519,1.0630186,1.0715952,1.1072259,1.1027064,1.0852146,1.0560842,1.0641702,1.0770706,1.0792152,1.0532814,1.0547063,1.0477718,1.0465522,1.055876,1.0693223,1.0767995,1.0654774,1.083401,1.039893
,1.0475547,1.0903907,1.0698402,1.0650553,1.0604855,1.0552356,1.0515863,1.0510446,1.0597963,1.0874708,1.1080045,1.0970436,1.0499023,1.1168883,1.1296805,1.0906994,1.0822726,1.0593817,1.1189487,0.99332094,0.8846116,0.8975037,0.97564876,1.1075296,1.2567843,1.242455,1.0643163,0.9735994,0.9880858,1.0105304,1.0571237,1.0917813,1.0697687,1.0774297,1.0514696,1.0485424,1.0582246,1.0349536,1.0520281,1.0707077,1.082579,1.0651699,1.0423002,1.1016225,1.1248298,1.1001289,1.0475544,1.0646503,1.0799159,1.091498
,1.086395,1.1043245,1.1538215,1.0667275,0.92509264,0.93460494,1.0991931,1.0495276,0.9377284,1.0522408,1.1959689,1.2132577,1.1591431,1.0889509,1.010755,0.95486075,0.997808,1.0835794,1.1134641,1.1126012,1.0382273,1.0080949,1.0531237,1.0720861,1.0826254,1.0982212,1.07534,1.05776,1.0189832,1.0232977,1.0506718,1.073905,1.0522938,1.0591769,1.0658588,1.0618982,1.038485,1.0587106,1.0514053,1.0549242,1.0677278,1.0874054,1.1294996,1.1092527,1.1135356,1.1436749,1.0283934,1.0076303,0.99545294,1.0907784
,1.1005476,0.91021174,0.9603074,1.0730588,1.1147939,1.1449177,1.1386561,1.0652174,1.0081336,0.9753119,1.0441533,1.1230264,1.1523302,1.1122526,1.015169,0.99867684,1.042862,1.0739356,1.0634896,1.0678632,1.0662277,1.076288,1.0762857,1.0684611,1.0427053,1.0468749,1.0683639,1.0772097,1.0744734,1.068542,1.0703542,1.0569483,1.0730238,1.0725732,1.0648028,1.0558217,1.0768441,1.1223763,1.2335767,1.1422865,1.1562339,1.166991,1.1724219,1.0583208,0.99478996,0.9615326,0.98488253,1.0163717,1.0302243,1.0902925
,1.0826771,1.0794159,1.1161519,1.0838952,1.0533208,1.1550281,1.2104369,1.1277223,0.79378796,0.8263329,0.925181,0.94321656,0.8633164,1.07697,1.1874688,1.1710685,1.0641772,0.98606265,0.9956218,1.0399779,1.0681019,1.0553533,1.0430744,1.0662781,1.0537149,1.0452244,1.041608,1.0245051,1.0465295,1.0471363,1.0442307,1.070006,1.0584775,1.0368184,1.0348861,1.0279046,1.0432566,1.0369519,1.0694664,1.0702893,1.0363644,1.0150694,1.0277333,1.0415479,1.0470281,1.0529101,1.0469089,1.0379808,1.0653281,1.0455797
